,labels,sentences
8476,0,"@Jaxthatgirl Yeah, sorry to spoil it for you.   It was a v good ep, but very unexpected to me - you should def catch up."
787334,0,"Pot Noodle for lunch...How healthy,,,I hate myself "
268961,0,"@otakurean: I wish I did not, in all honesty. "
1320922,1,1
40585,0,@madeit they didn't seem too crash hot to me  people were more likely to join my group than a fan page for some reason!? will link to yrs
1252606,1,1
189717,0,@BeccaInBalt I figure what comes around goes around an eye for an eye. I dont like people much. I just watched the video he hurts so bad! 
555570,0,Im not loving Mariah Carey's New Single &quot;Obsessed .&quot; I hope the rest of the songs in her album isnt like this 
1458996,1,1
224678,0,@annalouise3 I try to gain gain gain..  but no sucess. 
1573778,1,1
954353,1,1
1352414,1,1
1023650,1,1
1282100,1,1
1065745,1,1
55888,0,"@poorboy8u well  I'm sorry..  I &lt;3 you and you're amazing. so BOOM, take that"
1534336,1,1
1101866,1,1
1278402,1,1
611051,0,@crzyxazn they're all gone 
225221,0,@emoskank ohh noes.  why?
667715,0,@MsXtina23 am I your girl?? 
1497094,1,1
111817,0,Oh great the last twit got owned. 
1178475,1,1
508871,0,@TezMillerOz crar. Neither can I  Let me see what's going on. Shall DM you when I know
846402,1,1
1406764,1,1
99160,0,Feeling like I lost an almost friend :| 
629983,0,getting that &quot;urge&quot; 
1515589,1,1
1521650,1,1
709749,0,It's  a house show day- too far away 
437049,0,"@urbanfly lol already tried that one, same thing... wants windows ones...  we will not be beaten!!!"
1414210,1,1
1148555,1,1
43040,0,watching the most depressing episode of deadliest catch 
659546,0,"@sammiechacha LOL ok! Sounds good. Hahaha, aww I know. I miss it too  Too bad the series ended early for us."
426158,0,neeeeeds Lowlands tickets 
367390,0,im feeling a little sick now.  i want to go to Lillias day tomorrow.
175610,0,Oh man now it's raining...seatbelt now buckled...thanks bates for wishing I have a blow out and flip and burn up 
1546440,1,1
807142,1,1
942914,1,1
469946,0,"Damn, I had a feeling we wernt gonna win the scavanger hunt unless we did it THAT day "
567504,0,Feels like going to discovery kingdom or water world today 
1011335,1,1
259141,0,@Impala_Guy And i really hope that the weather is not that bad tomorrow  - take care my cheeky little cowboy and sleep well tonight!
402939,0,feeling better today but got @JiSm89 sick 
159839,0,YAY!! no more school..... Until Monday   Dont ask me why but im eating porridge. Its yummm.
504369,0,At Glasgow airport *way* too early - trip to London (work not pleasure unfortunately!) 
1583596,1,1
1433584,1,1
1583593,1,1
1402881,1,1
399294,0,i want to fast forward to next saturday.. pretty please? 
858535,1,1
708706,0,:/ no followers 
1379809,1,1
1567114,1,1
1263989,1,1
1575483,1,1
613475,0,Excited about my first letter from babe &lt;3 Stressin over these summer classes!  uuuggghhh....Ready for August...
1107179,1,1
1452470,1,1
603017,0,"@Xiantayne i have cards all over my floor, since oliver just pulled them out of the cupboard   *sigh*"
591271,0,@hnrxmcrlover I think it would be so funny if my mom did that! But she wouldn't 
973503,1,1
437682,0,I'm out mentally and psychcally 
1062033,1,1
190185,0,@IamSpectacular  follow me baby.
169386,0,in less then a min i lost 2 followers 
1158207,1,1
648800,0,@stigblog sell out  tweetie all the way haha
1281817,1,1
773530,0,for me.. everythings is broken.. 
635133,0,@gheelovesyou I know right. They need a better story than that. I used to love him so much  It saddens me. Lol.
101175,0,@pianoduet  we miss you too
192277,0,@chobotMod anyone can make false report against me.its not fair that yr banning me from the agent prog cuz i done nothin wrong  cries
855200,1,1
338676,0,@Miss_Chicken wishful thinking for me 
656623,0,@Wordlotto Apart from tweeting ???? nop  .. wt abt u?
723454,0,@konstantlykyle -i hate being broke. 
1205049,1,1
497184,0,I'm part of the largest crowd ever at Huntington Park. Too bad the Clippers are losing. 
489099,0,@thefreedomblog march of the penguins postponed to friday  le sigh
425686,0,friggin lousy cold  and strawb fair was shit (N)
1537291,1,1
508339,0,Just out of an almost 2 hours long unscheduled meeting 
1012952,1,1
684517,0,Is awake and hung over again got banana in my bed moaning cos she has a cold 
1154230,1,1
1113840,1,1
1372810,1,1
476199,0,@msbehavn So jealous right now! Looks like I'll be at the office till 5pm...  Holding thumbs for you though...
1070737,1,1
1260073,1,1
442798,0,Bored at work 
1124766,1,1
813589,1,1
331678,0,its going to be a long night 
131168,0,im so confused about things..  why cant people just be straight forward? D; i do not like to play games &gt;;(
1549426,1,1
1177738,1,1
446317,0,"@ccsilva2 @HiddenErin @jesslina @sky327 @cejohns12 I RESISTED! I had chicken tortilla soup and water, but I wanted it BADLY! "
754796,0,"they are seperating, im sad. super sad. super duper sad.          Jon and Kate...your marriage will be missed."
1309769,1,1
625947,0,the cure - lovesong viciei 
564015,0,"1-1,  Iran now to wait for possible 3rd plc qualification if KDPR bt KSA later today. Some players wore green wristbands during the game"
53903,0,@Diana_Rosalien You weren't online today! I miss you 
318179,0,Hey everybody! TWEET ME!!! Nobody really Tweeted me yesterday 
827834,1,1
934961,1,1
1549118,1,1
735457,0,@CharissaArtiaga not yet!  kaw?
1426324,1,1
1253518,1,1
391399,0,home lol so much fun...but Tamlin dropped on my foot now it hurts like hell  im gonna kill him at school on Monday
1287242,1,1
71337,0,"@camella_secrets its not really in my mind in that way, I just wish people would protect their tiny babies. It's just horrific "
297652,0,@ohnoitsjericho I wish I could go to either of those right now! I need a getaway like you wouldn't believe. 
851703,1,1
1569100,1,1
200782,0,Saturday night and I'm home crook   At least it gives me a chance to catchup on games I'm reviewing - The Sims 3 and Infamous
307451,0,@ayudevina i'm moving to a new city in 4 days and i'm gonna miss my family and friends 
1205984,1,1
848975,1,1
236270,0,I can't sleep  I miss someone!)
698965,0,might possibly hav strep throat. this is jus great 
1317117,1,1
784068,0,The clouds kept the heat off long enough to get the grass cut without breaking a sweat. Looks like the sun is on its way though 
1399368,1,1
170539,0,@Tamsin1234 and I didn't get your myspak comment  big sad 
30981,0,"lol, wow is down  server: thaurissan @ dragonblight "
734743,0,Arghhh my iPod is about to run out of battery and i forgot my DS and MP3 Player  Ahhh man. Tweet tweet &lt;3.
1557664,1,1
645127,0,@Sinareet yeah tell me about it 
1478200,1,1
907185,1,1
1523857,1,1
1540555,1,1
1250839,1,1
1256315,1,1
1128886,1,1
1125080,1,1
1184332,1,1
391837,0,@katehughes No fun times planned 
669757,0,@natalieox I actually dont know! She doesnt really have a reason  xx
1627,0,at wye river.. It's really cold! This internet is really expensive 
281986,0,@gimmealolly wha?? sounds like something right out of the twilight zone. creepy++!! 
820291,1,1
423668,0,im up so late...agh can't sleep 
1461718,1,1
1309697,1,1
1056603,1,1
1383769,1,1
349387,0,@angie_012 lol because I was scared of thunders last night  lol jk I'm not sure its been 2 days already lol I kept waking up every hour
1444061,1,1
1524150,1,1
84083,0,mum's gone out so i'm home alone. she left me a 'list' of stuff i gotta do 
825526,1,1
429881,0,"Liking Kevin McAleer's rant on post-pub-cannabilism Ireland in Sindo (my dad's, not mine): &quot;A Night Out on the Dow&quot;  - not online  yet  "
506069,0,"i am so very sorry, i really truly am. whatever i did to u, i apologize for it. i didn't mean to.. it just happened by itself "
132340,0,@Jaypayso damn wifey got you abandoning me and shit lol ic how it is 
22679,0,"Up untill 4.30am, Up at 7. "
712696,0,is NOT NOT NOT going to fail her exam today....haha yeh right 
1388378,1,1
737614,0,See ya all tomorrow  Go now to sleep at my friendÂ´s house 
534897,0,@AmelieBC hello! how are you? did you get to the hammock? the sun has left this place and it looks like rain 
1444682,1,1
1596741,1,1
395906,0,@ZRHERO HaaHaa its finished now  lol
881008,1,1
1219669,1,1
1207632,1,1
994530,1,1
120633,0,"@ShawnKing - sorry! it's been out for a week, I figured anyone who cared about spoilers had already seen it "
967785,1,1
557978,0,Gawd I h8 working  I wish I could sleep l8ter ugh FML
1124423,1,1
1187808,1,1
30693,0,"and i have a package in the mailbox @ekieki BUT MY ROOMIE HAS THE ONLY KEY! and i don't think he checked the mail today, sighh "
811429,1,1
1055455,1,1
95582,0,You dont know how much i wantted adam to be voted me.  i cant believe danny got voted off 
1246632,1,1
155532,0,oh how about im home for a total of three days in july?! 
1230151,1,1
507224,0,Why must I always fall for da small boys 
935709,1,1
879943,1,1
379534,0,@1800KatieCat yup i was crying when ellie died 
1570452,1,1
1133349,1,1
481729,0,Where'd the effin rain go?! 
703503,0,@OsoHollywood I'm sorry 
68517,0,@gabbiegee I'm not from Arkansas bit this time of the year I miss bring able to spend the summer there with my gram. 
336041,0,rainy and grey day in latvia  help
1384963,1,1
454363,0,just got back from golf hand hurts 
1438224,1,1
280637,0,@xlad hate it when that happens  though probably just spam accounts getting shut down tbh.
1447641,1,1
138860,0,@rabbit_rabid can't sleep... come give me hug... 
476166,0,"@BrentWatkins afraid so  I have the best of them in photobucket so it's not a 100% loss, but still."
1171342,1,1
231981,0,couldent get my eyebrow ring back in  owell i guess:/
1448576,1,1
111694,0,I need more twitter friends. 
127553,0,I am stressed about the refi that has been dragging out since March. 
716052,0,"10 30 sleep in. Not bad. Could go for a nap later, but probly shouldnt. Work at 4 30, then school tomorrow  And my nets fucking up :S"
1204610,1,1
523556,0,I wish I was floating on the river and jamming to pat green with my friendsss 
632778,0,@chitjn my mom just told me about it tonight on my way home  I will pray for him
443872,0,"@mileycyrus your display name on bebo miley broken is fake,according to emily,as she told me so,so now im not getting my autograph frm u "
1476380,1,1
249659,0,insomnia? Cnt sleep  and tomorrow is exam
1103344,1,1
325819,0,My updates were deleted !!! 
980633,1,1
1035850,1,1
531573,0,damn hayfever 
218055,0,"its to early, but i cant sleep. "
1480330,1,1
656180,0,I got absolutely soaked today. My hair went into lots of ringlets... 
426856,0,damnit! Why did wake up? 
570833,0,@e_bookpushers Did it happen automatically or was it manually. I dont see any changes with mine 
835659,1,1
1466737,1,1
224090,0,Couldn't be in the X-ray room with him  Hope they don't fry his brains or spray him with swine flu or something.
802754,1,1
540223,0,@ilovemaximo argh i had to skip the part where mufassa dies :'( i hate scar SO much!!!!  
1315439,1,1
225131,0,"4) La Primavera by Botticelli *whew* I think I left my heart, sould and mind in Italy--some1 go and return it to me "
744186,0,@SwaroopH Did you try FCEUltra? It crashed while trying to run Double Dragon 3 
1288839,1,1
1578854,1,1
1087857,1,1
710486,0,Ok so its been pointed out 2 me three times now that Im alone! Seriously?!? 
541287,0,They're predicting a soggy Sunday.  glad I brought a poncho.
629098,0,"@lindentreephoto needed it bad, I think I may be coming down with something   or its final let down - that happens too"
207336,0,Work tonite 
443833,0,my camera broke 
910632,1,1
1545333,1,1
1335334,1,1
1113066,1,1
281108,0,hi guys!!! how are you??? school is near.. 1 more week and our summer vacation is over!!! 
1198270,1,1
524795,0,I must stop being such a Glutton. 
1110619,1,1
1161409,1,1
289627,0,"oh wait, can't believe Nadal is out of French!  I hope Fed does not win now!"
1504424,1,1
700098,0,Car is all sparkly and clean.  I am all hot 
354735,0,@crazytal so out of the loop. i should meet you guys soon  hang in there gang...
725219,0,Wishing that I wasn't sick coz then I would have been able to go out on the boat today 
136525,0,Except for a couple of tracks I'm very disappointed at the new Marilyn Manson album. I really wanted to love it too 
599162,0,Goin to work...don't feel good 
1051898,1,1
1524539,1,1
717614,0,@SmashFan  poor you. 
1593344,1,1
1159364,1,1
474908,0,@LaniSimpson thats awful 
1192688,1,1
1240176,1,1
1079846,1,1
959904,1,1
1027758,1,1
1402456,1,1
1167530,1,1
752070,0,Why do i feel so empty 
918587,1,1
1444135,1,1
953580,1,1
1548574,1,1
386114,0,@DowneyChick Lovely! Not going anywhere for holidays  maybe just to Paris for the weekend at the end of June...
838129,1,1
829249,1,1
1336194,1,1
683032,0,was trying to delete one update and ended up deleting them all 
1451296,1,1
306080,0,"@Msveronica crap i kicked you in the waiting room, sry "
20699,0," I spent my sunday arvo, with a bottom feeding vulture, stuck up lawyer chick, gawd there the lowest of scum"
820781,1,1
1159382,1,1
981740,1,1
350217,0,the hell has the sun gone? 
682247,0,Jerk thanks for the facebook statuses 
727548,0,Tough day...i hope it just gets easier from here 
154423,0,@nat4thamedia no. I wish  I'm a southern boy.
823063,1,1
1315771,1,1
1059133,1,1
1199688,1,1
1444033,1,1
826928,1,1
576976,0,@DomesticSluts  Your tweets are stressing me out. I'm such a sheep it's costing me a fortune . Don't think u &amp; I can be friends anymore 
777937,0,@tommymercedes Eff!  I was listening to them 2 min ago!  
896110,1,1
641418,0,Stressed! Bills crap. Hate this. 
1118943,1,1
1433304,1,1
1428773,1,1
74521,0,So nearly finished my course unit! Just wish I hadn't missed all the sun. 
1223760,1,1
796686,0,"Well, The front-ending was nice. Turned out there is some back-ending to do as well, I'm not enjoying myself "
1362985,1,1
